229,126,21
229,128,22
228,129,25
228,131,26
228,132,29
227,134,30
226,134,31
227,135,32
226,137,33
227,138,36
227,139,39
226,140,41
225,141,43
226,142,44
225,142,46
225,142,46
223,143,48
222,143,48
222,146,52
222,145,53
221,146,55
221,148,56
219,148,58
219,148,58
219,150,59
219,149,61
216,149,62
215,149,62
215,151,64
215,151,64
213,151,66
213,151,68
212,151,70
212,151,70
210,151,71
208,151,72
208,152,75
206,153,75
206,154,78
206,154,78
206,154,79
205,156,80
203,157,80
201,158,80
202,158,83
202,158,85
202,160,88
200,160,88
199,161,90
199,161,90
199,162,92
198,163,95
197,164,97
196,165,100
195,165,101
196,166,104
195,166,106
196,167,107
195,169,110
194,169,112
193,171,114
193,170,116
192,171,118
192,172,119
190,173,121
189,173,121
187,174,122
188,175,123
187,175,125
185,175,126
186,175,129
186,175,129
184,176,130
184,177,131
181,177,130
180,178,130
179,178,132
180,179,133
178,179,135
178,179,135
177,180,137
175,180,139
173,180,139
173,179,141
172,180,143
170,180,143
169,181,145
169,181,145
169,181,145
169,180,146
167,181,148
167,180,150
166,181,152
166,181,152
165,181,154
165,181,155
163,181,157
163,181,159
162,181,161
160,181,162
158,181,163
158,181,163
157,181,165
157,181,165
157,181,167
155,181,168
154,182,170
152,182,170
151,183,170
151,183,172
150,183,174
148,184,174
148,183,176
148,183,177
147,182,178
147,182,178
147,183,181
146,182,182
143,181,182
143,181,182
142,182,182
142,183,185
139,183,186
139,182,188
139,182,188
138,181,187
137,182,188
137,182,188
135,182,190
135,182,192
134,180,193
134,180,193
133,181,195
133,181,195
132,181,196
132,181,196
132,181,196
132,181,198
131,182,203
130,182,204
127,182,203
127,182,203
127,182,203
126,181,202
125,181,204
125,181,204
124,182,206
124,182,206
121,181,207
121,181,207
121,181,209
121,181,209
119,180,208
119,180,208
117,181,209
117,181,209
117,181,209
117,181,209
116,179,210
116,179,210
116,179,212
116,179,212
114,178,213
114,178,213
112,178,213
112,178,213
112,177,215
112,177,215
110,178,215
110,178,215
108,177,216
108,177,216
108,177,218
108,177,218
106,177,219
106,177,219
106,177,221
106,177,221
104,177,222
104,177,222
104,176,224
103,175,223
102,176,225
101,175,224
101,175,224
101,174,225
99,175,227
98,174,226
98,174,226
98,174,226
98,173,228
97,172,227
96,173,227
96,173,227
96,173,229
96,173,229
94,173,229
93,172,228
93,172,229
93,172,229
93,172,229
92,171,228
90,170,229
90,170,229
89,171,229
89,171,229
89,171,231
89,171,231
89,171,231
89,171,231
89,170,233
88,169,232
86,170,234
86,170,234
86,169,235
85,168,234
85,168,234
85,168,234
84,169,236
84,169,236
83,168,235
83,168,235
83,167,237
82,166,236
82,166,238
82,166,238
82,166,239
82,166,239
82,166,239
81,165,238
81,164,240
80,163,239
80,163,239
80,163,239
77,163,240
77,163,240
76,162,239
76,162,239
75,162,239
75,162,239
75,162,241
74,161,240
74,161,240
74,161,240
74,161,241
73,160,240
73,159,242
73,159,242
72,158,243
72,158,243
72,158,243
72,158,243
72,158,243
71,157,242
71,157,242
70,156,241
70,156,239
70,156,239
71,157,242
70,156,243
68,156,245
67,155,244
66,154,244
66,154,244
67,154,247
66,153,246
66,154,244
65,153,243
65,153,243
65,153,243
64,152,242
64,152,242
64,151,244
64,151,244
63,152,244
63,152,244
63,152,244
62,151,243
62,151,243
62,151,243
61,150,244
61,150,244
62,149,246
61,148,245
61,148,245
61,148,245
59,147,244
59,147,244
59,147,244
59,147,244
58,146,244
58,146,244
57,145,243
57,145,243
56,146,243
55,145,242
55,145,242
56,144,242
57,143,242
57,143,242
57,143,242
57,143,242
55,143,241
55,143,241
54,144,241
54,144,241
53,142,242
53,142,242
53,142,244
53,142,244
53,140,243
53,140,243
53,140,245
53,140,245
52,139,244
52,139,244
52,139,244
52,139,244
51,138,243
51,138,243
51,138,244
51,138,244
51,138,244
50,137,243
50,137,243
50,137,243
50,136,245
49,135,244
49,135,244
49,135,244
48,136,244
48,136,244
47,135,243
47,135,243
47,135,243
46,134,242
47,133,242
47,133,242
47,133,242
47,133,242
46,132,241
46,132,241
46,132,241
45,131,240
45,131,240
45,131,240
44,132,240
44,132,240
44,132,240
43,131,239
43,131,241
43,131,241
43,131,241
43,131,241
42,130,240
42,130,240
42,130,240
42,130,240
41,128,241
41,128,241
41,128,241
41,128,241
40,128,238
40,128,238
40,128,238
40,128,238
40,128,238
39,127,237
39,127,237
39,127,237
39,127,237
39,127,237
38,126,234
38,126,234
38,126,234
38,126,234
38,126,234
38,126,234
39,125,236
38,124,235
38,124,235
38,124,235
37,123,234
37,123,234
38,124,235
38,124,235
36,122,235
36,122,235
36,122,235
36,122,235
36,122,235
36,122,235
36,122,235
36,122,235
